region,asset,listed,name,symbol,update_dttm,last_page,summary,sector,industry,forum
KR,Equity,KOSPI,동화약품,A000020,,,"{'company': ['동화약품'], 'details': ['메디쎄이', '동화크립톤', '까스활명수', '후시딘', '판콜', '잇치', 'ILIAD', 'ZENIUS', '라코르', '맥페란', '록소닌'], 'execs': ['유준하']}",,,
KR,Equity,KOSPI,KR모터스,A000040,,,"{'company': ['KR모터스'], 'details': ['EURO5'], 'execs': ['노성석']}",,,
KR,Equity,KOSPI,경방,A000050,,,"{'company': ['경방'], 'details': ['경방베트남'], 'execs': ['김담']}",,,
KR,Equity,KOSPI,메리츠화재,A000060,,,"{'company': ['메리츠화재'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼양홀딩스,A000070,,,"{'company': ['삼양홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,하이트진로,A000080,,,"{'company': ['하이트진로'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유한양행,A000100,,,"{'company': ['유한양행'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,CJ대한통운,A000120,,,"{'company': ['CJ대한통운'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,하이트진로홀딩스,A000140,,,"{'company': ['하이트진로홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,두산,A000150,,,"{'company': ['두산'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,성창기업지주,A000180,,,"{'company': ['성창기업지주'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,DL,A000210,,,"{'company': ['DL'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유유제약,A000220,,,"{'company': ['유유제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,일동홀딩스,A000230,,,"{'company': ['일동홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국앤컴퍼니,A000240,,,"{'company': ['한국앤컴퍼니'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,삼천당제약,A000250,,,"{'company': ['삼천당제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,기아,A000270,20210405 083007,,"{'company': ['기아'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대유플러스,A000300,,,"{'company': ['대유플러스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,노루홀딩스,A000320,,,"{'company': ['노루홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한화손해보험,A000370,,,"{'company': ['한화손해보험'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼화페인트,A000390,,,"{'company': ['삼화페인트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,롯데손해보험,A000400,,,"{'company': ['롯데손해보험'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대원강업,A000430,,,"{'company': ['대원강업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,중앙에너비스,A000440,,,"{'company': ['중앙에너비스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,조선내화,A000480,,,"{'company': ['조선내화'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대동,A000490,20220615 082547,,"{'company': ['대동'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,가온전선,A000500,,,"{'company': ['가온전선'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼일제약,A000520,,,"{'company': ['삼일제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,흥국화재,A000540,,,"{'company': ['흥국화재'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,CS홀딩스,A000590,,,"{'company': ['CS홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동아쏘시오홀딩스,A000640,,,"{'company': ['동아쏘시오홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,천일고속,A000650,,,"{'company': ['천일고속'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SK하이닉스,A000660,,,"{'company': ['SK하이닉스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,영풍,A000670,,,"{'company': ['영풍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,LS네트웍스,A000680,,,"{'company': ['LS네트웍스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유수홀딩스,A000700,,,"{'company': ['유수홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,현대건설,A000720,,,"{'company': ['현대건설'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,이화산업,A000760,,,"{'company': ['이화산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼성화재,A000810,,,"{'company': ['삼성화재'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,화천기공,A000850,,,"{'company': ['화천기공'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,강남제비스코,A000860,,,"{'company': ['강남제비스코'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한화,A000880,,,"{'company': ['한화'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,보해양조,A000890,,,"{'company': ['보해양조'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유니온,A000910,,,"{'company': ['유니온'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,전방,A000950,,,"{'company': ['전방'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국주철관,A000970,,,"{'company': ['한국주철관'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,DB하이텍,A000990,,,"{'company': ['DB하이텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,신라섬유,A001000,,,"{'company': ['신라섬유'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,페이퍼코리아,A001020,,,"{'company': ['페이퍼코리아'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,CJ,A001040,,,"{'company': ['CJ'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,JW중외제약,A001060,,,"{'company': ['JW중외제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대한방직,A001070,,,"{'company': ['대한방직'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,만호제강,A001080,,,"{'company': ['만호제강'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,LX인터내셔널,A001120,20220615 082547,,"{'company': ['LX인터내셔널'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대한제분,A001130,,,"{'company': ['대한제분'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,국보,A001140,,,"{'company': ['국보'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유진투자증권,A001200,,,"{'company': ['유진투자증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,금호전기,A001210,,,"{'company': ['금호전기'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동국제강,A001230,,,"{'company': ['동국제강'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,GS글로벌,A001250,,,"{'company': ['GS글로벌'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,남광토건,A001260,,,"{'company': ['남광토건'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,부국증권,A001270,,,"{'company': ['부국증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,상상인증권,A001290,,,"{'company': ['상상인증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,백광산업,A001340,,,"{'company': ['백광산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼성제약,A001360,,,"{'company': ['삼성제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SG글로벌,A001380,20210415 083007,,"{'company': ['SG글로벌'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,KG케미칼,A001390,,,"{'company': ['KG케미칼'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,태원물산,A001420,,,"{'company': ['태원물산'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,세아베스틸지주,A001430,20220615 082547,,"{'company': ['세아베스틸지주'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대한전선,A001440,,,"{'company': ['대한전선'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,현대해상,A001450,,,"{'company': ['현대해상'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,BYC,A001460,,,"{'company': ['BYC'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼부토건,A001470,,,"{'company': ['삼부토건'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,현대차증권,A001500,,,"{'company': ['현대차증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SK증권,A001510,,,"{'company': ['SK증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동양,A001520,,,"{'company': ['동양'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,DI동일,A001530,,,"{'company': ['DI동일'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,안국약품,A001540,,,"{'company': ['안국약품'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,조비,A001550,,,"{'company': ['조비'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,제일연마,A001560,,,"{'company': ['제일연마'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,금양,A001570,,,"{'company': ['금양'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,케이비아이동국실업,A001620,,,"{'company': ['케이비아이동국실업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,종근당홀딩스,A001630,,,"{'company': ['종근당홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대상,A001680,,,"{'company': ['대상'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신영증권,A001720,,,"{'company': ['신영증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SK네트웍스,A001740,,,"{'company': ['SK네트웍스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한양증권,A001750,,,"{'company': ['한양증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SHD,A001770,20220615 082547,,"{'company': ['SHD'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,알루코,A001780,,,"{'company': ['알루코'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대한제당,A001790,,,"{'company': ['대한제당'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,오리온홀딩스,A001800,,,"{'company': ['오리온홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,무림SP,A001810,,,"{'company': ['무림SP'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼화콘덴서,A001820,,,"{'company': ['삼화콘덴서'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,이화공영,A001840,,,"{'company': ['이화공영'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,DL건설,A001880,20210407 083007,,"{'company': ['DL건설'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,KISCO홀딩스,A001940,,,"{'company': ['KISCO홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,코오롱,A002020,,,"{'company': ['코오롱'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,아세아,A002030,,,"{'company': ['아세아'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,비비안,A002070,,,"{'company': ['비비안'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,경농,A002100,,,"{'company': ['경농'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,고려산업,A002140,,,"{'company': ['고려산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,도화엔지니어링,A002150,,,"{'company': ['도화엔지니어링'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼양통상,A002170,,,"{'company': ['삼양통상'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국수출포장,A002200,,,"{'company': ['한국수출포장'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동성제약,A002210,,,"{'company': ['동성제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한일철강,A002220,,,"{'company': ['한일철강'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,피에스텍,A002230,,,"{'company': ['피에스텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,고려제강,A002240,,,"{'company': ['고려제강'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,삼일기업공사,A002290,,,"{'company': ['삼일기업공사'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,아세아제지,A002310,,,"{'company': ['아세아제지'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한진,A002320,,,"{'company': ['한진'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,넥센타이어,A002350,,,"{'company': ['넥센타이어'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SH에너지화학,A002360,,,"{'company': ['SH에너지화학'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,KCC,A002380,,,"{'company': ['KCC'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한독,A002390,,,"{'company': ['한독'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,범양건영,A002410,,,"{'company': ['범양건영'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,세기상사,A002420,,,"{'company': ['세기상사'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼익악기,A002450,,,"{'company': ['삼익악기'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,화성산업,A002460,,,"{'company': ['화성산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,조흥,A002600,,,"{'company': ['조흥'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,제일파마홀딩스,A002620,,,"{'company': ['제일파마홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,오리엔트바이오,A002630,,,"{'company': ['오리엔트바이오'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한탑,A002680,,,"{'company': ['한탑'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동일제강,A002690,,,"{'company': ['동일제강'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신일전자,A002700,,,"{'company': ['신일전자'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,TCC스틸,A002710,,,"{'company': ['TCC스틸'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,국제약품,A002720,,,"{'company': ['국제약품'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,보락,A002760,,,"{'company': ['보락'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,진흥기업,A002780,,,"{'company': ['진흥기업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,아모레G,A002790,,,"{'company': ['아모레G'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,신신제약,A002800,,,"{'company': ['신신제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼영무역,A002810,,,"{'company': ['삼영무역'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SUN&L,A002820,20210414 083008,,"{'company': ['SUN&L'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,미원상사,A002840,,,"{'company': ['미원상사'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신풍,A002870,20221103 080016,,"{'company': ['신풍제지'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대유에이텍,A002880,,,"{'company': ['대유에이텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,TYM,A002900,20210414 083008,,"{'company': ['TYM'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유성기업,A002920,,,"{'company': ['유성기업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국쉘석유,A002960,,,"{'company': ['한국쉘석유'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,금호건설,A002990,20210413 083007,,"{'company': ['금호건설'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,부광약품,A003000,,,"{'company': ['부광약품'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,혜인,A003010,,,"{'company': ['혜인'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,세아제강지주,A003030,,,"{'company': ['세아제강지주'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,에이프로젠바이오로직스,A003060,20230105 080008,,"{'company': ['에이프로젠제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,코오롱글로벌,A003070,,,"{'company': ['코오롱글로벌'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,성보화학,A003080,,,"{'company': ['성보화학'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대웅,A003090,,,"{'company': ['대웅'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,선광,A003100,,,"{'company': ['선광'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,일성신약,A003120,,,"{'company': ['일성신약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,디아이,A003160,,,"{'company': ['디아이'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,일신방직,A003200,,,"{'company': ['일신방직'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대원제약,A003220,,,"{'company': ['대원제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼양식품,A003230,,,"{'company': ['삼양식품'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,태광산업,A003240,,,"{'company': ['태광산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,흥아해운,A003280,,,"{'company': ['흥아해운'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한일홀딩스,A003300,,,"{'company': ['한일홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,대주산업,A003310,,,"{'company': ['대주산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국화장품제조,A003350,,,"{'company': ['한국화장품제조'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,하림지주,A003380,,,"{'company': ['하림지주'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,쌍용C&E,A003410,20210407 083008,,"{'company': ['쌍용C&E'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유화증권,A003460,,,"{'company': ['유화증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유안타증권,A003470,,,"{'company': ['유안타증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한진중공업홀딩스,A003480,,,"{'company': ['한진중공업홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대한항공,A003490,,,"{'company': ['대한항공'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,영진약품,A003520,,,"{'company': ['영진약품'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한화투자증권,A003530,,,"{'company': ['한화투자증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대신증권,A003540,,,"{'company': ['대신증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,LG,A003550,,,"{'company': ['LG'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,IHQ,A003560,,,"{'company': ['IHQ'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SNT중공업,A003570,20210312 083000,,"{'company': ['SNT중공업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,HLB글로벌,A003580,20220615 082547,,"{'company': ['HLB글로벌'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,방림,A003610,,,"{'company': ['방림'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,쌍용차,A003620,,,"{'company': ['쌍용차'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,미창석유,A003650,,,"{'company': ['미창석유'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,포스코케미칼,A003670,,,"{'company': ['포스코케미칼'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한성기업,A003680,,,"{'company': ['한성기업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,코리안리,A003690,,,"{'company': ['코리안리'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼영화학,A003720,,,"{'company': ['삼영화학'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,진양산업,A003780,,,"{'company': ['진양산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,에이스침대,A003800,,,"{'company': ['에이스침대'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대한화섬,A003830,,,"{'company': ['대한화섬'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,보령,A003850,20220615 082547,,"{'company': ['보령'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,남양유업,A003920,,,"{'company': ['남양유업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,사조대림,A003960,,,"{'company': ['사조대림'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,롯데정밀화학,A004000,,,"{'company': ['롯데정밀화학'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,현대제철,A004020,,,"{'company': ['현대제철'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SG세계물산,A004060,,,"{'company': ['SG세계물산'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신흥,A004080,,,"{'company': ['신흥'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국석유,A004090,,,"{'company': ['한국석유'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,태양금속,A004100,,,"{'company': ['태양금속'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동방,A004140,,,"{'company': ['동방'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한솔홀딩스,A004150,,,"{'company': ['한솔홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신세계,A004170,,,"{'company': ['신세계'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,NPC,A004250,,,"{'company': ['NPC'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,남성,A004270,,,"{'company': ['남성'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,현대약품,A004310,,,"{'company': ['현대약품'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,세방,A004360,,,"{'company': ['세방'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,농심,A004370,,,"{'company': ['농심'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼익THK,A004380,,,"{'company': ['삼익THK'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,서울식품,A004410,,,"{'company': ['서울식품'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,송원산업,A004430,,,"{'company': ['송원산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼일씨엔에스,A004440,,,"{'company': ['삼일씨엔에스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼화왕관,A004450,,,"{'company': ['삼화왕관'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,세방전지,A004490,,,"{'company': ['세방전지'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,깨끗한나라,A004540,,,"{'company': ['깨끗한나라'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,현대비앤지스틸,A004560,,,"{'company': ['현대비앤지스틸'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한국가구,A004590,,,"{'company': ['한국가구'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,창해에탄올,A004650,,,"{'company': ['창해에탄올'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼천리,A004690,,,"{'company': ['삼천리'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,조광피혁,A004700,,,"{'company': ['조광피혁'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한솔테크닉스,A004710,,,"{'company': ['한솔테크닉스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,팜젠사이언스,A004720,20210415 083007,,"{'company': ['팜젠사이언스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,써니전자,A004770,,,"{'company': ['써니전자'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,대륙제관,A004780,,,"{'company': ['대륙제관'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,효성,A004800,,,"{'company': ['효성'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,덕성,A004830,,,"{'company': ['덕성'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,DRB동일,A004840,,,"{'company': ['DRB동일'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,티웨이홀딩스,A004870,,,"{'company': ['티웨이홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동일산업,A004890,,,"{'company': ['동일산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,조광페인트,A004910,,,"{'company': ['조광페인트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,씨아이테크,A004920,,,"{'company': ['씨아이테크'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한신공영,A004960,,,"{'company': ['한신공영'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신라교역,A004970,,,"{'company': ['신라교역'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,성신양회,A004980,,,"{'company': ['성신양회'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,롯데지주,A004990,,,"{'company': ['롯데지주'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,휴스틸,A005010,,,"{'company': ['휴스틸'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,부산주공,A005030,,,"{'company': ['부산주공'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,코스모신소재,A005070,,,"{'company': ['코스모신소재'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SGC에너지,A005090,,,"{'company': ['SGC에너지'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한창,A005110,,,"{'company': ['한창'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,동국산업,A005160,,,"{'company': ['동국산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,빙그레,A005180,,,"{'company': ['빙그레'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,녹십자홀딩스,A005250,,,"{'company': ['녹십자홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,동진쎄미켐,A005290,,,"{'company': ['동진쎄미켐'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,롯데칠성,A005300,,,"{'company': ['롯데칠성'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,국동,A005320,,,"{'company': ['국동'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,모나미,A005360,,,"{'company': ['모나미'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,현대차,A005380,,,"{'company': ['현대차'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신성통상,A005390,,,"{'company': ['신성통상'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,코스모화학,A005420,,,"{'company': ['코스모화학'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국공항,A005430,,,"{'company': ['한국공항'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,현대그린푸드,A005440,,,"{'company': ['현대그린푸드'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,POSCO홀딩스,A005490,20220616 082014,,"{'company': ['POSCO홀딩스'], 'details': ['POSCO', '포스코'], 'execs': []}",,,
KR,Equity,KOSPI,삼진제약,A005500,,,"{'company': ['삼진제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SPC삼립,A005610,,,"{'company': ['SPC삼립'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,푸드웰,A005670,,,"{'company': ['푸드웰'], 'details': [], 'execs': []}",,,
